1,2,2,0,0,2,0,1,1,-0.16
1,2,2,1,1,0,2,1,2,-1.0
2,2,1,1,0,1,1,2,2,-1.0
2,0,2,0,0,1,1,2,1,0.647760782813
2,1,1,2,2,2,1,0,0,1.0
2,2,1,0,2,0,2,1,1,-0.250174812345
2,2,1,1,0,2,1,2,1,-1.0
2,2,0,0,1,0,0,0,1,-0.0289367318383
2,1,2,1,2,2,1,2,1,0.75
2,1,2,1,1,2,2,0,1,-1.0
2,2,1,0,0,0,0,1,0,-0.007
1,2,2,1,1,2,0,0,0,-1.0
2,1,2,0,2,0,0,1,1,0.117507772579
2,1,2,1,2,1,1,2,0,0.75
2,2,1,1,1,0,0,0,2,-1.0
2,2,0,2,1,1,1,1,2,-1.0
2,2,1,2,2,0,1,0,1,-1.0
2,2,1,0,2,1,0,1,2,1.0
1,2,2,1,2,0,2,1,1,1.0
1,2,1,2,1,0,2,1,2,0.75
2,1,1,2,2,1,1,0,2,1.0
1,2,0,2,1,0,1,2,0,-1.0
2,0,2,1,0,1,0,0,0,-1.0
1,2,2,0,2,0,2,1,1,1.0
2,0,2,0,0,0,1,0,1,-0.0280428829629
2,1,1,2,1,0,2,2,1,1.0
2,1,2,2,2,1,1,0,1,-1.0
2,2,1,1,0,2,0,1,0,-0.0547080758363
2,1,0,2,2,1,1,1,2,1.0
1,2,1,2,2,0,0,1,0,0.663038949156
2,1,2,2,0,1,1,1,2,-1.0
1,2,1,2,1,2,0,0,0,-0.448876
2,1,1,2,2,0,1,2,1,-1.0
1,2,2,0,0,0,0,1,0,0.201499935619
2,2,2,1,2,0,1,0,1,1.0
1,2,2,1,1,0,0,0,2,-1.0
1,2,2,2,2,0,1,0,1,-0.076587522385
1,2,1,2,2,0,2,1,1,-1.0
1,2,0,1,2,2,2,1,0,0.07
2,1,2,0,0,0,1,2,1,0.525
2,0,1,2,0,0,1,0,0,-0.1
2,0,1,0,2,2,1,0,1,-1.0
1,2,0,1,2,0,2,0,0,0.663049116078
2,2,2,1,1,2,1,1,0,1.0
2,2,2,1,1,0,0,1,0,1.0
1,2,2,2,1,0,0,1,0,-0.1
1,2,1,1,2,1,2,2,0,1.0
1,2,2,0,1,1,2,1,2,-1.0
2,2,0,0,0,1,1,0,0,0.626222440021
1,2,2,1,0,2,0,1,0,-0.7
2,1,2,0,1,2,1,2,1,0.75
2,1,1,2,2,0,0,0,1,-0.1
2,0,0,0,0,2,0,1,1,-0.0485952986698
2,1,0,0,2,2,1,0,1,-1.0
2,2,2,0,1,1,1,1,2,1.0
1,2,1,2,1,0,0,0,2,-1.0
1,2,1,2,1,2,0,1,2,-1.0
2,1,2,2,1,0,1,0,0,-1.0
2,2,1,0,1,2,0,0,1,-0.695200584887
1,2,2,1,2,0,2,1,0,1.0
2,0,2,0,2,1,1,1,0,-0.00846912150873
2,1,2,1,2,2,1,0,0,0.624291422475
2,1,0,2,1,0,0,0,0,-0.00928
1,2,0,1,2,2,2,1,1,0.75
2,0,0,2,0,0,1,0,1,-0.115637970103
2,1,2,0,1,2,0,0,1,0.0
2,0,0,0,2,0,0,1,0,0.50048716365
2,1,2,0,2,1,1,1,2,1.0
2,0,1,2,2,2,1,1,0,1.0
2,2,0,1,2,0,1,0,1,0.5623
2,0,0,2,2,1,2,1,1,1.0
1,2,0,0,2,2,0,1,1,-0.05275
2,0,1,0,2,0,1,0,0,0.47144352478
2,2,2,1,2,1,0,0,1,1.0
1,2,0,0,1,0,2,0,0,-0.1
1,2,2,2,2,1,0,0,1,0.7
2,2,1,1,2,2,0,1,1,-1.0
2,2,1,1,1,0,0,2,0,-1.0
2,0,1,2,0,1,0,0,0,-0.064279
2,2,0,1,0,0,1,2,1,0.7
2,2,1,1,2,0,1,2,1,1.0
2,0,0,1,0,0,0,0,0,0.345679496511
2,1,2,2,1,1,0,0,0,0.282410281662
2,2,1,0,1,1,0,2,0,-1.0
2,1,2,1,1,0,2,2,1,-1.0
2,1,0,2,2,2,1,1,0,1.0
2,1,2,2,2,0,0,1,1,-1.0
2,2,2,2,1,1,1,0,1,1.0
2,2,1,0,2,0,1,0,1,-0.187865991639
2,2,1,2,2,1,1,1,0,-1.0
2,0,1,1,1,2,2,0,0,0.525
2,1,2,1,2,0,1,2,1,0.75
1,2,1,1,2,0,2,0,0,0.549699550799
2,2,1,1,2,1,0,0,0,-0.161288701448
2,0,2,0,2,1,0,0,1,0.588476982003
2,2,1,0,1,0,2,0,1,-1.0
2,0,0,1,2,1,0,0,0,0.55846060588
2,0,0,2,2,1,1,1,0,0.133
1,2,2,1,2,2,0,1,1,-1.0
2,1,2,0,1,0,0,0,0,-1.0
2,0,1,0,0,0,0,0,0,0.280758585103
2,2,0,1,2,0,0,1,0,0.599613311632
2,1,1,1,2,1,2,2,0,-1.0
2,2,2,0,1,0,1,1,0,1.0
1,2,2,0,1,1,0,2,0,-1.0
2,2,1,1,0,0,0,0,0,0.0744321891348
2,2,1,2,1,0,0,1,0,-0.0792805087
2,1,2,1,2,0,0,0,1,0.639395283768
2,2,2,1,2,1,1,1,0,1.0
2,1,2,0,0,0,0,0,1,0.346708527582
2,2,1,1,0,0,2,1,0,-0.067904759452
1,2,2,2,2,1,1,1,0,-1.0
2,2,0,1,2,1,0,0,1,-0.037
2,1,2,2,2,1,2,1,1,1.0
1,2,2,1,2,1,0,0,0,-1.0
1,2,1,1,2,2,2,0,1,0.75
2,0,1,0,2,1,0,0,0,-0.0922318046152
1,2,0,1,1,0,2,0,2,0.248253691436
2,1,1,0,2,1,2,0,0,-1.0
2,1,2,2,2,1,1,0,0,0.61005275177
1,2,2,1,2,0,2,0,1,1.0
1,2,1,2,2,2,0,1,1,1.0
1,2,1,2,1,0,0,2,0,-1.0
2,0,2,2,2,1,0,1,1,-1.0
2,2,1,0,2,0,0,1,0,0.416772076136
1,2,1,2,2,0,1,2,1,1.0
1,2,0,1,2,2,0,1,0,0.09975
2,1,0,1,2,2,2,1,1,0.75
2,1,2,0,1,1,1,2,2,-1.0
2,1,2,0,2,2,1,1,0,-0.08483022613
2,1,2,0,0,2,1,0,1,-0.0340339076123
2,0,1,0,2,0,1,2,1,-0.405031937667
2,1,1,0,1,2,2,2,1,0.75
1,2,2,1,0,0,0,0,0,-0.0904014873217
1,2,0,2,0,1,0,2,1,-0.419486487982
1,2,2,0,0,0,1,1,2,-0.0444207502236
1,2,2,1,0,0,2,1,0,0.103159904356
1,2,1,2,2,1,0,0,0,-0.1
2,2,1,1,2,0,1,0,0,0.7
1,2,2,0,2,1,1,2,1,1.0
2,2,0,0,0,0,1,0,1,-0.037
2,0,1,0,0,2,0,0,1,0.425078823103
1,2,1,2,0,2,0,0,1,-1.0
1,2,2,2,2,1,2,1,1,1.0
2,1,1,2,0,2,2,1,1,1.0
1,2,2,0,2,0,0,1,0,0.492460203952
2,2,2,1,0,0,1,0,1,1.0
1,2,2,2,0,0,1,0,1,-0.163
2,2,1,1,0,1,2,0,0,-1.0
1,2,1,2,0,0,0,0,0,0.261859328301
2,1,2,0,2,0,1,1,2,1.0
2,1,1,1,1,2,2,2,0,0.75
2,2,1,0,1,1,0,0,2,-1.0
1,2,0,2,2,0,1,0,1,-1.0
2,1,2,2,1,1,1,2,0,0.75
1,2,2,0,2,1,0,0,1,0.699999995205
1,2,1,2,1,2,2,1,0,-1.0
2,1,1,2,0,1,2,0,0,1.0
2,2,0,0,2,1,1,0,0,0.7
2,2,2,0,1,1,0,0,1,1.0
1,2,2,1,1,2,0,1,2,1.0
2,2,1,1,0,0,0,2,1,-0.2030136787
1,2,0,0,1,2,0,0,0,-0.1
2,2,0,2,1,1,0,1,0,0.7
2,2,1,1,2,2,1,2,1,1.0
2,1,0,0,1,0,2,0,0,-0.0597774190678
1,2,2,0,1,0,0,1,2,0.588721666581
1,2,2,2,1,1,1,2,0,-1.0
1,2,2,1,0,1,2,0,0,-1.0
2,1,1,1,2,1,2,0,2,1.0
2,2,2,1,0,1,1,2,1,1.0
1,2,2,0,1,1,0,0,2,-0.0233422141403
1,2,2,2,0,1,1,2,1,-1.0
2,0,1,2,0,2,0,1,1,-1.0
1,2,0,2,2,1,1,2,1,1.0
2,2,1,1,0,2,1,1,2,-1.0
1,2,1,2,2,0,1,0,0,0.699999997564
2,0,0,0,0,0,0,1,0,0.401805388425
2,2,1,0,2,0,1,2,1,1.0
1,2,1,1,2,2,2,2,1,1.0
2,2,1,1,2,2,0,0,1,0.619299349803
2,0,0,0,2,0,2,1,1,0.674811191534
2,2,2,1,0,1,0,0,1,1.0
1,2,1,2,0,1,2,0,0,-0.1
2,2,2,1,1,0,1,1,2,1.0
2,0,1,2,2,1,0,0,0,-1.0
1,2,0,2,2,1,0,0,1,-1.0
2,2,0,1,1,2,1,0,0,-0.00520596872534
2,0,0,2,2,0,1,0,1,-0.037
2,2,1,1,2,1,0,1,2,1.0
2,0,2,0,2,1,0,1,1,0.0
2,1,2,1,0,2,2,1,1,-1.0
1,2,1,2,0,0,0,2,1,-0.435327557867
2,2,2,0,1,1,0,1,0,1.0
1,2,2,1,2,2,0,0,1,-1.0
1,2,0,1,2,0,0,0,0,-0.0678213325
2,0,1,2,2,2,0,1,1,1.0
2,1,1,2,2,1,2,1,0,1.0
1,2,1,1,1,2,0,2,2,-1.0
1,2,0,1,2,0,2,1,0,0.659192572278
2,1,1,2,2,1,0,0,0,-0.08227
1,2,0,2,1,1,0,0,2,0.525
2,0,1,2,2,1,1,1,2,1.0
2,0,1,2,0,0,2,1,1,1.0
2,1,0,0,2,0,2,1,1,0.69999998817
2,2,1,1,2,2,1,1,0,-1.0
2,2,1,1,2,0,0,0,0,0.508900018061
2,1,0,2,2,2,0,1,1,1.0
1,2,1,2,2,2,0,0,1,1.0
2,1,0,2,2,0,1,0,1,-1.0
2,0,1,1,2,2,0,0,1,0.524999270206
1,2,2,2,2,1,1,2,1,1.0
2,2,1,0,0,2,1,0,1,-1.0
2,1,2,2,0,0,1,0,1,-0.010225
2,2,1,2,1,1,2,1,0,1.0
1,2,2,0,1,2,1,0,0,-1.0
1,2,2,2,2,1,1,0,1,-1.0
1,2,1,2,2,1,0,1,2,0.75
1,2,2,1,2,0,0,0,0,-0.0973712597108
2,0,1,2,0,0,0,0,1,-0.0397179309367
2,0,1,2,1,2,0,1,0,-0.037
2,0,1,1,0,1,2,2,0,-1.0
2,2,0,1,0,0,1,0,0,0.649106146676
2,1,1,2,1,0,2,0,0,1.0
2,2,0,0,1,0,1,1,2,0.168352536314
1,2,0,2,0,1,2,0,1,-1.0
2,2,0,0,0,1,0,0,1,-0.021043
2,1,2,0,1,1,0,0,2,-0.387559
1,2,0,0,2,2,1,0,1,-0.0219913957
2,1,0,2,0,0,2,1,1,1.0
2,2,1,1,0,1,2,1,2,-1.0
2,1,1,2,2,0,1,0,0,0.7
2,1,0,0,1,0,0,2,0,0.390272104665
2,1,1,2,2,2,0,1,0,1.0
1,2,2,2,1,1,2,1,0,-1.0
1,2,1,2,2,2,1,1,0,1.0
2,2,1,2,2,1,1,0,0,-0.1
1,2,1,2,2,0,0,0,0,0.7
2,0,2,1,1,0,0,0,0,-0.0258539494234
2,1,2,0,2,2,0,1,1,-1.0
2,2,1,0,0,0,1,0,0,-0.1
1,2,2,0,0,1,1,2,0,-0.1
2,1,2,0,2,0,1,0,1,-0.1
2,1,2,1,2,1,2,1,0,1.0
2,0,1,0,1,2,2,0,1,0.647662536192
2,1,2,0,1,2,1,0,0,-0.05275
2,1,2,1,2,1,0,0,0,0.660934827728
2,1,2,2,0,1,0,0,1,0.687543444148
2,1,1,0,1,0,2,2,0,0.6031081725
1,2,2,1,0,1,2,1,2,-1.0
2,1,0,2,1,1,0,2,0,0.547802751638
2,0,1,0,2,0,0,0,1,-0.0246520042175
1,2,2,2,0,1,0,0,1,-0.7
1,2,0,0,2,0,0,0,0,0.417544605791
2,1,2,2,2,1,0,1,1,-1.0
2,2,2,1,2,1,1,0,0,1.0
2,1,2,2,1,1,2,0,1,1.0
1,2,2,2,2,1,1,0,0,0.606059730063
2,0,1,0,2,1,2,0,0,-0.1
1,2,0,2,1,0,2,1,0,0.525
1,2,2,0,0,0,1,0,0,-0.1
2,2,0,1,0,1,0,0,0,-0.0257618909062
2,0,2,2,1,1,0,0,1,0.699899661216
2,1,1,2,2,2,1,0,1,1.0
2,0,1,1,2,2,2,1,1,0.75
1,2,0,2,0,2,1,0,1,-1.0
2,1,2,0,0,0,2,1,1,-1.0
1,2,2,2,1,0,1,1,2,0.75
2,2,2,0,2,1,1,1,0,1.0
2,1,0,1,1,0,2,2,0,-1.0
1,2,1,2,0,1,2,1,2,0.75
1,2,2,0,2,0,1,1,2,-0.307777204942
2,2,1,0,2,2,1,1,0,-1.0
2,1,2,2,0,1,1,0,0,-0.025029025
2,2,2,0,1,0,0,1,1,1.0
2,0,1,1,2,1,0,2,0,-1.0
2,1,2,0,2,0,0,1,0,0.593258658182
2,1,2,1,1,0,2,0,0,-1.0
2,2,1,0,0,1,0,0,0,-0.1
2,0,1,1,0,1,2,0,2,-0.1
2,1,2,1,1,2,1,2,0,0.75
2,1,2,1,2,0,1,0,0,0.61871721095
2,1,2,1,2,2,0,1,0,0.7
2,2,0,1,2,1,1,0,0,0.69999998835
2,1,2,0,1,1,0,2,0,-0.387001633999
1,2,2,0,2,2,1,1,0,-1.0
2,0,0,2,0,0,0,1,1,-1.0
2,2,0,0,2,1,1,0,1,-1.0
2,0,1,2,2,0,1,1,0,-1.0
2,0,1,2,0,1,0,1,2,0.7
2,1,2,0,1,0,0,2,1,0.525
2,0,1,2,1,0,0,0,0,-0.1
2,2,2,0,1,1,2,1,1,1.0
2,2,2,1,1,2,1,0,1,1.0
1,2,0,2,0,0,1,0,0,0.374777936611
2,0,1,2,1,0,2,1,0,1.0
2,2,0,0,2,1,1,1,0,-1.0
1,2,2,0,0,1,0,0,0,-0.0144145961201
2,0,0,0,0,0,1,1,2,0.514332795697
2,2,1,1,2,1,2,1,2,1.0
2,1,2,2,0,1,2,1,1,1.0
2,1,0,0,2,0,0,1,0,0.505623274067
2,2,1,0,2,1,1,0,0,0.156013323753
2,1,1,2,2,0,0,0,0,0.7
2,0,1,2,2,0,2,1,1,1.0
2,0,0,0,1,2,1,1,2,-1.0
2,1,2,2,2,0,1,0,1,-1.0
2,2,2,2,1,1,0,1,1,1.0
2,2,2,1,0,1,2,1,1,1.0
1,2,1,1,1,2,2,2,0,-1.0
1,2,1,2,1,1,2,0,2,0.75
2,1,2,1,2,2,1,0,1,-1.0
2,0,0,2,2,0,1,1,0,-0.1
1,2,0,0,1,2,1,0,2,-1.0
2,0,1,2,2,0,0,0,1,-0.0451967975597
2,0,0,0,2,0,0,1,1,-0.035488
2,1,1,1,2,2,2,0,1,0.75
1,2,2,1,2,1,2,1,0,1.0
2,2,0,1,2,0,1,0,0,0.639075994184
1,2,0,2,2,2,1,1,0,1.0
2,2,1,0,0,1,0,1,2,0.286055972634
2,0,1,0,0,1,2,0,0,-0.0474910462728
2,2,0,0,2,1,0,0,1,-0.038220057888
2,2,0,0,1,2,0,1,1,0.142275
2,0,1,2,2,1,0,1,0,0.43848583
2,0,1,2,1,1,2,0,0,1.0
2,0,1,1,2,1,0,0,2,1.0
2,1,2,2,2,1,1,2,1,0.75
2,2,1,1,1,0,2,2,1,-1.0
1,2,0,2,0,1,0,0,0,0.278346656903
2,1,0,1,1,2,2,0,0,-1.0
1,2,1,0,1,0,2,0,2,0.578161561203
2,1,2,0,2,1,2,1,1,1.0
2,1,0,2,0,0,0,1,0,-1.0
2,2,1,2,0,1,1,0,0,-0.444259
2,1,1,0,2,2,0,0,1,0.66675
1,2,2,1,2,2,0,1,0,-0.08227
2,2,1,0,2,0,1,0,0,0.664578664975
2,1,1,2,2,1,2,0,0,1.0
2,0,1,1,2,2,1,2,1,0.75
1,2,0,1,1,2,2,0,0,-0.254984275
2,1,2,2,2,1,0,0,1,0.632406525289
2,0,2,0,1,0,1,0,0,0.596508749354
2,2,0,1,0,0,2,1,1,0.587005278199
2,2,1,1,2,2,1,0,0,0.7
2,2,0,2,2,1,0,1,1,-1.0
2,0,2,0,2,0,0,1,1,-0.0463267842007
2,0,1,2,0,0,0,1,0,0.541569783816
1,2,0,0,0,0,0,0,0,0.222969770618
2,0,2,2,1,1,1,0,0,0.675106758575
2,2,2,1,0,1,1,0,0,1.0
2,0,1,2,1,2,0,0,1,-1.0
2,1,0,0,0,0,0,0,0,0.290326217404
2,2,1,1,1,2,0,1,2,-1.0
2,1,2,1,2,2,0,0,1,0.623990037117
2,1,1,2,0,2,1,2,1,-1.0
2,1,2,1,2,0,0,0,0,0.545088886042
1,2,0,2,2,1,1,0,0,0.6523638721
2,2,0,0,1,0,0,1,0,0.672124098695
1,2,2,0,2,0,1,0,0,-0.09559
2,2,0,1,2,1,0,0,0,0.7
2,2,0,0,2,0,1,0,1,-0.1
2,2,2,0,0,1,1,1,0,1.0
2,2,1,0,0,0,2,1,1,-1.0
2,2,1,2,1,0,0,0,1,-1.0
2,1,2,0,0,0,0,1,0,-0.1
2,0,1,0,1,1,0,2,2,-1.0
1,2,1,2,1,1,2,2,0,-1.0
2,2,0,1,2,2,0,1,1,0.23525
2,0,2,0,0,0,1,1,0,-0.00506522842183
1,2,0,0,2,0,1,2,1,1.0
2,1,2,1,2,0,1,1,2,1.0
2,0,1,2,0,1,2,1,0,1.0
2,1,2,2,2,1,1,1,0,-1.0
2,2,1,1,0,2,0,0,1,-0.030083388655
1,2,0,0,1,0,0,2,0,-0.07
1,2,0,0,1,2,1,2,0,-1.0
2,0,0,2,1,0,1,1,2,-0.46893079
2,1,2,2,0,1,1,2,1,0.75
2,2,1,0,2,1,2,1,0,-1.0
2,0,2,0,1,1,0,0,0,-0.0769051440053
1,2,2,0,0,0,2,1,1,0.358720804012
1,2,1,2,2,2,1,0,0,1.0
2,1,2,2,1,0,1,2,1,0.75
2,2,2,0,2,1,0,1,1,1.0
2,0,0,2,2,0,0,1,1,-0.0860323943401
2,1,1,2,1,2,0,0,0,-1.0
2,2,2,1,1,0,0,0,1,1.0
2,2,1,0,2,2,0,1,1,-0.595844782009
2,2,1,0,1,2,2,1,1,0.75
2,2,1,1,2,1,0,2,0,1.0
1,2,2,0,2,1,1,0,0,-0.7
2,1,1,0,2,1,1,2,2,1.0
2,1,2,1,2,1,2,0,0,1.0
2,0,2,0,1,0,1,2,1,0.671298074016
1,2,0,2,2,0,1,0,0,0.596003231619
1,2,2,1,0,2,0,0,1,-1.0
2,2,1,0,2,1,1,1,2,1.0
1,2,2,0,2,1,0,0,0,0.492466527282
1,2,2,0,2,0,0,0,1,0.678285253398
2,0,0,0,2,0,1,2,1,0.665587164556
2,1,1,0,2,2,1,2,1,0.75
1,2,2,1,1,0,2,0,0,-0.19
2,2,1,1,1,2,2,0,1,0.75
2,0,1,0,0,2,2,1,1,0.633309536268
1,2,0,1,1,2,2,1,2,0.75
2,1,1,2,0,0,0,0,0,0.594730436119
2,2,0,1,0,0,0,0,1,0.51743293852
2,2,0,1,1,2,0,1,0,0.622989631296
2,0,2,0,2,1,1,0,1,0.3725
2,1,2,1,0,2,1,2,1,0.75
1,2,2,0,2,2,0,1,1,-1.0
2,0,0,2,0,0,1,1,0,-0.1
1,2,0,1,1,0,2,2,0,-0.2298481687
2,1,1,2,1,2,0,2,1,-1.0
2,0,1,2,2,0,0,1,1,-1.0
2,0,0,0,2,0,0,0,1,0.43420897802
2,1,2,0,2,1,1,2,1,0.75
2,0,1,2,0,2,1,1,0,-1.0
2,0,1,2,2,2,1,0,1,1.0
1,2,2,0,2,1,1,1,2,-1.0
1,2,1,2,1,0,2,0,0,-0.096411114292
1,2,2,0,1,1,1,2,2,-1.0
2,0,0,0,0,2,1,0,1,-0.015088610265
2,2,0,0,2,1,0,1,1,-1.0
2,1,2,1,2,2,1,1,2,1.0
2,0,0,2,1,1,0,0,0,0.55678068694
2,0,1,2,1,1,2,1,2,1.0
2,2,1,0,0,0,0,0,1,-0.007
2,2,1,0,1,2,0,1,0,-1.0
2,2,0,0,2,1,1,2,1,1.0
2,2,1,2,2,0,1,1,0,-1.0
2,1,1,2,0,1,1,2,2,-1.0
2,2,1,2,1,0,2,1,1,1.0
2,2,0,2,0,1,1,1,0,0.7
1,2,1,2,2,1,0,2,0,1.0
2,2,1,2,0,1,1,1,2,-1.0
2,1,0,2,2,2,1,0,1,1.0
1,2,2,2,0,1,0,1,0,-0.0293848373995
2,2,2,2,1,1,1,1,0,1.0
2,2,1,1,0,2,2,1,1,0.75
1,2,0,2,0,0,1,2,1,0.403077319044
2,0,1,2,0,0,1,1,2,-1.0
2,2,0,0,1,2,1,1,0,-1.0
1,2,0,1,0,0,2,0,0,0.428961747352
2,1,0,0,2,0,1,1,2,1.0
2,1,2,2,1,1,1,0,2,-1.0
1,2,2,0,0,1,0,1,2,0.33437775
2,0,0,0,1,0,0,0,0,0.372332926159
2,2,1,1,0,1,0,2,0,-1.0
1,2,2,0,0,0,0,0,1,-1.0
1,2,2,0,1,2,0,1,0,-1.0
2,2,1,1,2,2,1,1,2,1.0
2,2,2,1,2,0,1,1,0,1.0
2,0,0,0,2,0,1,1,0,-0.0592697199232
1,2,1,2,2,1,1,0,2,0.75
